Hand Direction_X,Hand Direction_Y,Hand Direction_Z,THUMB_X,THUMB_Y,THUMB_Z,INDEX_X,INDEX_Y,INDEX_Z,MIDDLE_X,MIDDLE_Y,MIDDLE_Z,RING_X,RING_Y,RING_Z,PINKY_X,PINKY_Y,PINKY_Z,RESULT
0.10553834,-0.87803596,-0.46681315,0.29127702,-0.95322496,-0.08074589,-0.30958924,-0.47703254,0.82255363,-0.06415658,0.6815957,0.72891104,0.006946145,0.6802245,0.73297095,0.11110515,0.5369236,0.8362827,0
0.10595993,-0.8779197,-0.46693632,0.29055402,-0.9534655,-0.08050989,-0.30795643,-0.47946918,0.82174945,-0.065983415,0.67915654,0.73102164,0.005359864,0.67875963,0.73434097,0.10978799,0.5354692,0.83738846,0
0.10656751,-0.87792224,-0.46679327,0.28900883,-0.95394766,-0.080360286,-0.30639622,-0.48405987,0.81963855,-0.068340175,0.67787,0.73199856,0.00336849,0.6782695,0.7348055,0.107682176,0.5352164,0.83782333,0
0.10743919,-0.87752354,-0.4673428,0.2871941,-0.95444983,-0.080901794,-0.30533436,-0.48937002,0.81687695,-0.07120542,0.6765919,0.7329074,9.27E-04,0.6773829,0.73563004,0.10520408,0.5347606,0.838429,0
0.10805245,-0.8771103,-0.46797675,0.28560284,-0.95489645,-0.08126377,-0.30395785,-0.49614066,0.8132983,-0.07380848,0.67492294,0.73418754,-0.001257647,0.6762186,0.73669994,0.10306752,0.53374773,0.8393393,0
0.108563736,-0.87663805,-0.4687426,0.28409064,-0.95531183,-0.081681035,-0.30284145,-0.5048802,0.8083211,-0.07644875,0.6742591,0.73452723,-0.003389505,0.6754845,0.73736644,0.10086924,0.53340954,0.8398212,0
0.10883593,-0.87583214,-0.47018382,0.28354442,-0.95539296,-0.082625106,-0.30321136,-0.51122487,0.804184,-0.07823879,0.6737544,0.7348018,-0.004850685,0.67404234,0.7386768,0.09949477,0.5319792,0.8408918,0
0.1092929,-0.87458056,-0.47240227,0.28419155,-0.95505106,-0.084336385,-0.30448538,-0.5134677,0.8022715,-0.07971829,0.67301345,0.73532164,-0.006160305,0.67186606,0.7406471,0.09846149,0.52975464,0.84241635,0
0.1094523,-0.87353736,-0.47429177,0.28588533,-0.9544371,-0.08555375,-0.30660447,-0.5142844,0.8009403,-0.08061249,0.6732391,0.7350175,-0.006811164,0.6700776,0.74225974,0.09809288,0.5278963,0.84362507,0
0.10952273,-0.8727844,-0.47565976,0.28708088,-0.95400655,-0.08634832,-0.30795178,-0.5178817,0.7981004,-0.08176484,0.6742575,0.733956,-0.007660829,0.6692098,0.743034,0.09723701,0.5271159,0.84421194,0
0.10935802,-0.8723162,-0.47655568,0.28696707,-0.9540044,-0.08674967,-0.3097217,-0.521062,0.7953407,-0.08276447,0.67567104,0.73254263,-0.008334112,0.6690198,0.74319786,0.09634965,0.52706915,0.8443428,0
0.10907609,-0.8722362,-0.47676668,0.28607228,-0.95430547,-0.086393006,-0.31085277,-0.5229338,0.7936692,-0.083396666,0.6764951,0.7317099,-0.00878218,0.66917455,0.7430533,0.09573763,0.5272238,0.8443159,0
0.108882196,-0.8726564,-0.4760414,0.28427044,-0.9549371,-0.085355185,-0.3106884,-0.52461094,0.7926261,-0.084008835,0.677256,0.7309356,-0.009189941,0.6700059,0.74229884,0.095102265,0.5282528,0.84374434,0
0.10981368,-0.87316585,-0.47489193,0.27997145,-0.9563949,-0.08321492,-0.3071994,-0.53062016,0.78998154,-0.0873034,0.6729578,0.73451066,-0.011873378,0.66802335,0.74404556,0.09295824,0.5268467,0.84486175,0
0.11063626,-0.8740096,-0.47314572,0.2781642,-0.9571473,-0.080583416,-0.30516028,-0.53133506,0.79029125,-0.08843449,0.6698288,0.7372305,-0.012736896,0.66752285,0.7444804,0.09214329,0.5261478,0.8453864,0
0.111648306,-0.8745942,-0.4718258,0.27811316,-0.9573655,-0.07813023,-0.3036045,-0.53238565,0.7901834,-0.09064579,0.66741335,0.73915,-0.014340557,0.66712177,0.74481064,0.09069151,0.52576584,0.8457809,0
0.11272146,-0.87478185,-0.47122243,0.27941003,-0.9571347,-0.07630971,-0.30381912,-0.5310662,0.7909884,-0.092786744,0.6653847,0.7407117,-0.015915805,0.66624266,0.7455652,0.089424014,0.52478755,0.8465231,0
0.11340264,-0.87494874,-0.4707489,0.28269276,-0.956308,-0.07456426,-0.303989,-0.52697617,0.7936541,-0.09387231,0.6642957,0.74155194,-0.016643295,0.66550213,0.74621034,0.08914916,0.52366287,0.84724826,0
